category,count,relative_pct
SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,448,0.0996
DIRECCION DE SANIDAD DE LA POLICIA NACIONAL - DISAN PONAL,447,0.0993
Instituto Departamental de Recreación y Deporte INDERSANTANDER SITIO OFICIAL,447,0.0993
ALCALDIA DE GIRARDOTA,444,0.0987
HOSPITAL UNIVERSITARIO DE SINCELEJO-ESE,443,0.0984
ALCALDIA DE EL PEÑOL,442,0.0982
COMISIÓN NACIONAL DEL SERVICIO CIVIL,441,0.098
INDEPORTES TOLIMA,441,0.098
MUNICIPIO DE CARTAGO,440,0.0978
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS DE BOGOTA,437,0.0971
JEP,437,0.0971
IDERBOL-,436,0.0969
CORPOAMAZONIA - CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA1,436,0.0969
UNIDADES TECNOLOGICAS DE SANTANDER,436,0.0969
MUNICIPIO DE DAGUA,436,0.0969
SENA DISTRITO CAPITAL GRUPO DE APOYO ADMINISTRATIVO - CGI,435,0.0967
DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES*,434,0.0964
INSTITUTO DE TURISMO DEL META,434,0.0964
REGIONAL DE ASEGURAMIENTO EN SALUD No. 1,433,0.0962
SENA REGIONAL CESAR Grupo de Apoyo Administrativo Mixto,432,0.096
ALCALDIA MUNICIPIO DE GIRON SANTANDER,432,0.096
HOSPITAL FEDERICO LLERAS ACOSTA DE IBAGUE TOLIMA - EMPRESA SOCIAL DEL ESTADO,431,0.0958
ALCALDIA DISTRITO DE RIOHACHA,430,0.0956
INSTITUTO DE INVESTIGACION DE RECURSOS BIOLOGICOS ALEXANDER VON HUMBOLDT,430,0.0956
GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,429,0.0953
SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto,429,0.0953
INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE CUCUTA,428,0.0951
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE DESARROLLO SOCIAL Y PARTICIPACION,427,0.0949
MUNICIPIO LA DORADA,427,0.0949
UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL,426,0.0947
BIBLIOTECA PUBLICA PILOTO DE MEDELLIN PARA AMERICA LATINA,425,0.0944
FONDO DE DESARROLLO LOCAL DE BOSA,424,0.0942
ISVIMED,423,0.094
ALCALDIA MUNICIPIO DE CUMARAL META,417,0.0927
ALCALDIA LOCAL DE SAN CRISTOBAL,415,0.0922
CORPORACION AUTONOMA REGIONAL DE LAS CUENCAS DE LOS RIOS NEGRO - NARE,410,0.0911
SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ,409,0.0909
SECRETARIA DE INFRAESTRUCTURA - GOBERNACION DEL VALLE,409,0.0909
REGIONAL DE ASEGURAMIENTO EN SALUD N°6,407,0.0904
