category,count,relative_pct
UNIDAD DE COMPRAS,295,0.0656
SECRETARIA DE PLANEACION 2024,295,0.0656
DIRECCION DE GESTION AMBIENTAL,295,0.0656
SECRETARIA DESARROLLO SOCIAL COMUNITARIO 2024,294,0.0653
MINAGRICULTURA,294,0.0653
GRUPO JURIDICO - CONTRATACION,292,0.0649
ICBF REGIONAL NARIÑO,292,0.0649
Gestion Contractual,291,0.0647
COMPRAS Y CONTRATACION ALCALDIA DE APARTADO,291,0.0647
CENTRO INDUSTRIAL Y DE AVIACION,290,0.0644
OFICINA DE CONTRATOS,290,0.0644
SECRETARIA DE DEPORTES Y RECREACIÓN,290,0.0644
DIRECCIÓN ADMINISTRATIVA,288,0.064
SECRETARIA GENERAL DEPARTAMENTO DEL VALLE,286,0.0636
unidad de contratación INFIBAGUE,284,0.0631
Area de Contratacion,283,0.0629
PLAN DE ADQUISICIONES,283,0.0629
PRINCIPAL,282,0.0627
SUBDIRECCION GENERAL,282,0.0627
CONCEJO DISTRITAL DE SANTIAGO DE CALI,279,0.062
Gestión Contractual of,278,0.0618
GRUPO DE COMPRAS E.S.E LADERA,278,0.0618
IDEAM,276,0.0613
Dirección Jurídica,275,0.0611
Departamento Administrativo TIC,273,0.0607
SECRETARIA DE INTERIOR,272,0.0604
SECRETARIA DE SALUD DEPARTAMENTAL,270,0.06
PROCESOS MISIONALES,267,0.0593
UNIDAD DE RENTAS / GOBERNACION DEL VALLE,267,0.0593
SECRETARIA DISTRITAL DE PLANEACION,266,0.0591
Secretaría de Servicios Administrativos,265,0.0589
SECRETARIA DE TRANSITO Y TRANSPORTE ARMENIA - SETTA -,265,0.0589
FORTIFICACIONES,264,0.0587
General,264,0.0587
Secretaria de Desarrollo Económico,263,0.0584
133D Secretaria de Inclusión Social y Familia,263,0.0584
"ESE Hospital Departamental de San Andrés, Providencia y Santa Catalina",262,0.0582
MUNICIPIO DE MARINILLA,260,0.0578
DEAJ,260,0.0578
UNIDAD SECRETARIA GENERAL,259,0.0576
CONTRATACIÓN IMRDS,259,0.0576
CONTRATACIÓN UNIAJC,258,0.0573
---,257,0.0571
OFICIAL DE CONTRATACIÓN Y ORDENADOR DEL GASTO CENAC-ING,256,0.0569
"SECRETARIA DEL ADULTO MAYOR, JUVENTUD E INCLUSION SOCIAL",256,0.0569
DIRECCION TERRITORIAL ANDES OCCIDENTALES,256,0.0569
Secretaria de Gobierno,255,0.0567
Dirección Administrativa de Talento Humano,255,0.0567
Alcaldía,253,0.0562
ICBF REGIONAL ATLANTICO,253,0.0562
SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL,252,0.056
DEPARTAMENTO ADMINISTRATIVO DE PLANEACION DEPARTAMENTAL,252,0.056
SUBDIRECCION CTPI,250,0.0556
Grupo Comunicaciones,248,0.0551
ICBF REGIONAL CUNDINAMARCA,247,0.0549
DISPENSARIO MEDICO DE BUCARAMANGA,247,0.0549
Escuela Superior de Guerra,247,0.0549
"SECRETARIA DE PLANEACION, PROSPECTIVA Y TIC",245,0.0544
Contrataciones Edinar,244,0.0542
UNIDAD CONTRATACION,244,0.0542
REGIONAL DE ASEGURAMIENTO EN SALUD No.4,243,0.054
DIRECCIÓN DE SANIDAD EJERCITO-GRUPO CONTRATOS,241,0.0536
SUPERTRANSPORTE,241,0.0536
UNIDAD ÚNICA DE CONTRATACION DE YARUMAL (UUCY),241,0.0536
UNIDADSALUD,241,0.0536
Dirección Administrativa,241,0.0536
FONDO DE PASIVO SOCIAL,240,0.0533
SECRETARIA DE SALUD 2024,239,0.0531
Secretaría de Turismo,238,0.0529
Secretaría de Movilidad,237,0.0527
CENTRO DE COMERCIO Y SERVICIOS,237,0.0527
DESARROLLO EMPRESARIAL,236,0.0524
INSTITUTO DEPARTAMENTAL DE DEPORTES DEL CAUCA,236,0.0524
SECRETARIA DE SALUD Y AMBIENTE,234,0.052
FONDANE TERRITORIAL CENTRO OCCIDENTE,234,0.052
OFICINA JURIDICA PAMPLONA,233,0.0518
CENTRO INTERNACIONAL DE PRODUCCION LIMPIA LOPE SENA REGIONAL NARIÑO,231,0.0513
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL TOLIMA,231,0.0513
Unidad de Contratación Negocios,231,0.0513
SECRETARIA DESARROLLO SOCIAL Y POLÍTICO,229,0.0509
CONTRATACION DADII,229,0.0509
ACTIVA Area contractual,228,0.0507
SECRETARIO DE GOBIERNO,227,0.0504
GOBERNACION- SALUD,225,0.05
Centro de Biotecnologia Agropecuaria,225,0.05
CONTRATACION ALRUU,223,0.0496
Vicerrectoría Administrativa y Financiera UD,222,0.0493
SECRETARIA DE DEPORTE,221,0.0491
COMPRADOR CTGI,219,0.0487
SUBGERENCIA FINANCIERA,219,0.0487
Contratación bienes y/o servicios y servicios personales,218,0.0484
SECRETARIA ADMINISTRATIVA Y DE TALENTO HUMANO,218,0.0484
DIRECCIÓN JURÍDICA,218,0.0484
CONTRATACION SENA REGIONAL SUCRE ORIGINAL,217,0.0482
OFICINA ASESORA JURIDICA *,217,0.0482
OFICINA DE CONTRATACIÓN BASCPN19,215,0.0478
subdireccion administrativa y financiera,213,0.0473
CENTRO ATENCIÓN SECTOR AGROPECUARIO,212,0.0471
ICBF REGIONAL CHOCO,212,0.0471
FONDANE CENTRAL - SECRETARIA GENERAL,211,0.0469
FONDO DESARROLLO LOCAL SUBA,211,0.0469
DIRECCIÓN DE ANTINARCOTICOS,211,0.0469
SECRETARÍA DE GOBIERNO,211,0.0469
SECRETARIA DISTRITAL DE SALUD,210,0.0467
DANE SUROCCIDENTE POPAYAN,210,0.0467
TELECARIBE,210,0.0467
ESTUDIO DE MERCADO,209,0.0464
SECRETARIA DE HACIENDA Y FINANZAS PÚBLICAS,208,0.0462
FONDO DESARROLLO LOCAL DE SANTA FE,208,0.0462
SUBDIRECCION FINANCIERA,208,0.0462
SECRETARÍA DE CULTURA RECREACIÓN Y DEPORTES,207,0.046
DESPACHO DIRECCIÓN,206,0.0458
CONTRATACIÓN DIRECTA,205,0.0456
SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA,205,0.0456
REGIONAL DE ASEGURAMIENTO EN SALUD No. 5,204,0.0453
ALCALDIA_VILLETA,204,0.0453
EQUIPO DE CONTRATACIÓN DIRECCIÓN REGIONAL ANTIOQUIA,203,0.0451
SECRETARÍA DE ASUNTOS ADMINISTRATIVOS,203,0.0451
Instituto Distrital de Protección y Bienestar Animal- contractual,202,0.0449
OFICINA ADMINISTRATIVA Y FINANCIERA,202,0.0449
SECRETARIA DE CONTRATACIÒN,198,0.044
SECRETARIA DE GOBIERNO 2024,197,0.0438
ICBF REGIONAL CALDAS,197,0.0438
BASE NAVAL ARC BOLIVAR,195,0.0433
OFICINA ASESORA DE PLANEACION,195,0.0433
Subdirección General de Infraestructura,195,0.0433
DISPENSARIO MEDICO DE MEDELLIN 2023,194,0.0431
VICEPRESIDENCIA JURIDICA GERENCIA DE CONTRATACIÒN,194,0.0431
PUBLICACION CONTRATOS,194,0.0431
SUBDIRECCION FINANCIERA Y ADMINISTRATIVA,193,0.0429
APOYO LOGISTICO COMANDO EJERCITO,192,0.0427
OFICINA DE CONTRATOS ESMBAS02,192,0.0427
Centro Agroempresarial y Turístico de Los Andes,191,0.0424
Unidad de Contratacion CDA,190,0.0422
Unidad de Contratación Secretaría General,190,0.0422
PNN TAYRONA,189,0.042
GRUPO GESTION JURIDICA Y CONTRACTUAL,189,0.042
UNIDAD DE CONTRATACION UNICA,188,0.0418
UNIDAD DE CONTRATACIÓN II- DIRECCIÓN,188,0.0418
COMPRADOR CDHC,187,0.0416
CONTRATACION CTDPE,187,0.0416
"CENTRO DE RECURSOS NATURALES, INDUSTRIA Y BIODIVERSIDAD",186,0.0413
SECRETARIA DE DESARROLLO SOCIAL Y PARTICIPACION COMUNITARIA,186,0.0413
PROCESO REGIMEN ESPECIAL,186,0.0413
SECRETARIA DE INFRAESTRUCTURA (SI),185,0.0411
TERRITORIAL CENTRO ORIENTE,185,0.0411
POLICIA METROPOLITANA DE MANIZALES-ÁREA DE SANIDAD,184,0.0409
CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLÓGICO,184,0.0409
OFICINA DE GESTION CONTRACTUAL,184,0.0409
SUBDIRECCIÓN ADMINISTRATIVA Y FINANCIERA,184,0.0409
Regional Bolivar,183,0.0407
FONDO DE DESARROLLO LOCAL,182,0.0404
Facultad de Artes ASAB,182,0.0404
AREA DE CONTRATACION INDERHUILA,182,0.0404
SENA REGIONAL MAGDALENA CAAG,181,0.0402
SOCIAL,180,0.04
AGENCIA CULTURAL IBAGUE,180,0.04
grupo compuesto por la gerencia y juridica,180,0.04
Alcaldia de Caicedonia,180,0.04
SECRETARÍA GENERAL.,179,0.0398
ICBF REGIONAL SANTANDER,179,0.0398
SECRETARIA DE TRÁNSITO Y TRANSPORTE,178,0.0396
SUCURSAL CALI,177,0.0393
CONTRATACIÓN FDLAN,176,0.0391
SECRETARÍA DE PLANEACIÓN Y DESARROLLO TERRITORIAL,176,0.0391
Departamento de Soporte y Servicios,176,0.0391
GESTIÓN ADMINISTRATIVA,175,0.0389
Oficina de Contratos,175,0.0389
Secretaría de Infraestructura,175,0.0389
DEPARTAMENTO ADMINISTRATIVO DE BIENES Y SUMINISTROS,175,0.0389
SECRETARÍA PRIVADA DEL GOBERNADOR,174,0.0387
SECRETARIA DE DEPORTE Y RECREACIÓN,174,0.0387
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC INTELIGENCIA,174,0.0387
UNIDAD DE CONTRATACION CESGE,174,0.0387
UNIDAD - OFICINA JURIDICA IDSN,174,0.0387
TERRITORIAL ANTIOQUIA,174,0.0387
SECRETARIA DE DESARROLLO RURAL,173,0.0384
UNIDAD PRESTADORA DE SALUD BOGOTA,173,0.0384
ICBF REGIONAL RISARALDA,173,0.0384
174H SECRETARÍA DE TALENTO HUMANO Y DESARROLLO ORGANIZACIONAL,172,0.0382
Contratación CDAV,172,0.0382
Grupo Integrado de Gestión Contractual,172,0.0382
Secretaría de Deportes y Recreación,172,0.0382
SECRETARIA DE VIVIENDA,171,0.038
Secretaría de Movilidad y Tránsito,171,0.038
SECRETARÍA ADMINISTRATIVA,170,0.0378
Secretaría de Vivienda y Hábitat,170,0.0378
UNIDAD DE CONTRATACIÓN CENTRO DE SERVICIOS FINANCIEROS D.C,169,0.0376
ICBF REGIONAL CESAR,169,0.0376
Unidad de contratación sop,169,0.0376
Secretaria de General Distrito de Turbo,169,0.0376
CONTRATACIÓN-SECRETRIA GENERAL,169,0.0376
SECRETARIA TIC,168,0.0373
CENTRO AGROEMPRESARIAL Y MINERO,168,0.0373
ÁREA JURÍDICA Y DE CONTRATACIÓN,168,0.0373
Buen Comienzo,168,0.0373
CONTRATACIÓN DMSOC 2026,167,0.0371
Alcaldía Local La Candelaria,167,0.0371
GRUPO DE CONTRATOS AREA DE SANIDAD TOLIMA,167,0.0371
PROCESO DE GESTIÓN CONTRACTUAL,167,0.0371
